Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/23  08:00:00,1407.67963462,114.676280626,514.330313107,0.0,243.2593065,310.10971186,293.477751824,219.365015832,56.6466996096,17.4660363824
 05/23  09:00:00,1445.3135284,116.891064631,515.603382268,0.0,243.2593065,302.612436532,267.769424957,199.035851344,42.4850247072,26.2485489057
 05/23  10:00:00,1462.88886866,121.025862894,519.344801477,0.0,243.2593065,310.10971186,253.029255789,164.657106107,70.808374512,17.5637751704
 05/23  11:00:00,1477.00979292,128.190322109,523.259595974,0.0,243.2593065,310.10971186,216.306235038,119.129438951,70.808374512,26.3684215747
 05/23  12:00:00,1443.31355177,136.878241738,522.621029424,0.0,243.2593065,310.10971186,182.427688575,85.3362190098,70.808374512,26.2830950529
 05/23  13:00:00,1484.01023345,144.998380376,521.863340978,0.0,243.2593065,302.612436532,138.859670435,64.6291643909,56.6466996096,17.5838064349
 05/23  14:00:00,1488.83672804,150.283042915,521.357459778,0.0,243.2593065,302.612436532,120.567481063,51.7437410785,42.4850247072,26.3387152769
 05/23  15:00:00,1494.24123087,156.482763165,520.575948328,0.0,243.2593065,302.612436532,122.702751637,39.7505631346,56.6466996096,26.3054888928
 05/23  16:00:00,1504.51436176,160.754385617,520.015975497,0.0,243.2593065,310.10971186,133.937280622,31.4779173933,84.9700494144,17.4893138145
 05/23  17:00:00,1508.23589666,164.396650084,520.152800947,0.0,243.2593065,310.10971186,117.935661601,24.2635269768,84.9700494144,8.70208520936
 05/23  18:00:00,1180.4943799,97.4147113599,524.938972659,0.0,166.938926447,199.110933808,141.67612315,48.0231045252,84.9700494144,8.6829692101
 05/23  19:00:00,1179.10456273,97.4147113599,527.219941013,0.0,166.938926447,191.61365848,140.188723634,66.1960611695,56.6466996096,17.345962855
 05/23  20:00:00,1055.88882572,97.4147113599,526.287725396,0.0,100.150657288,124.558693486,186.456019054,121.125391995,56.6466996096,8.6839274498
 05/23  21:00:00,1017.48533143,97.4147113599,527.275464668,0.0,100.150657288,124.558693486,194.197080934,143.042357909,42.4850247072,8.66969831814
 05/23  22:00:00,950.393421415,97.4147113599,527.328643477,0.0,46.0930336215,124.558693486,210.619189124,173.6278435,28.3233498048,8.6679958196
 05/23  23:00:00,941.267957074,97.4147113599,520.571119506,0.0,46.0930336215,124.558693486,232.989078369,210.159486387,14.1616749024,8.66791707925
 05/23  24:00:00,914.876432145,97.4147113599,512.518994774,0.0,46.0930336215,113.312780494,273.701401518,259.369447786,5.66466996096,8.66728377091
 05/24  01:00:00,912.548877233,97.4147113599,511.736479841,0.0,46.0930336215,113.312780494,304.573301636,290.239340719,5.66466996096,8.66929095677
 05/24  02:00:00,911.128739165,97.4147113599,511.178988658,0.0,46.0930336215,113.312780494,335.068903514,320.735063568,5.66466996096,8.66916998482
 05/24  03:00:00,912.638319977,97.4147113599,512.254973779,0.0,46.0930336215,113.312780494,347.353150449,333.019413614,5.66466996096,8.66906687372
 05/24  04:00:00,1003.88087425,97.4147113599,513.168076661,0.0,100.150657288,148.969399434,331.227852807,316.894213483,5.66466996096,8.6689693631
 05/24  05:00:00,1012.384937,103.101581402,514.076729118,0.0,100.150657288,149.894399434,420.254717504,397.42416607,14.1616749024,8.66887653097
 05/24  06:00:00,1246.20222373,109.46223593,515.253960612,0.0,176.471037341,302.612436532,283.119566584,246.127435218,28.3233498048,8.66878156123
 05/24  07:00:00,1379.04023231,118.225508902,520.215038332,0.0,243.2593065,310.10971186,241.29110053,190.089052845,42.4850247072,8.71702297746
 05/24  08:00:00,1434.10290087,126.790081687,523.651940618,0.0,243.2593065,310.10971186,209.634341726,135.522005495,56.6466996096,17.4656366216
 05/24  09:00:00,1475.49854761,135.691880175,522.869840207,0.0,243.2593065,302.612436532,172.396219123,103.663480467,42.4850247072,26.2477139487
 05/24  10:00:00,1490.8110386,144.569801221,521.814318287,0.0,243.2593065,310.10971186,158.519587646,70.1479357083,70.808374512,17.5632774253
 05/24  11:00:00,1494.37737602,147.328222155,521.686393858,0.0,243.2593065,310.10971186,157.259988996,60.084457131,70.808374512,26.3671573525
 05/24  12:00:00,1451.70833356,147.298790406,520.805547641,0.0,243.2593065,310.10971186,160.408019953,63.3177505357,70.808374512,26.2818949053
 05/24  13:00:00,1489.36493934,151.492141379,520.903414956,0.0,243.2593065,302.612436532,122.823393628,48.5938869783,56.6466996096,17.5828070397
 05/24  14:00:00,1494.30219691,156.288946,521.02142984,0.0,243.2593065,302.612436532,103.652563005,34.8304111176,42.4850247072,26.3371271798
 05/24  15:00:00,1496.09932532,158.213868926,520.947317067,0.0,243.2593065,302.612436532,113.795763236,30.8450926628,56.6466996096,26.3039709637
 05/24  16:00:00,1502.04310039,157.949404077,520.541052784,0.0,243.2593065,310.10971186,136.16948101,33.7112628463,84.9700494144,17.488168749
 05/24  17:00:00,1501.44636673,157.584306401,520.306715839,0.0,243.2593065,310.10971186,130.046942815,36.3752462656,84.9700494144,8.70164713456
 05/24  18:00:00,1180.11948913,97.4147113599,524.678237932,0.0,166.938926447,199.110933808,188.355471377,94.701716473,84.9700494144,8.68370548928
 05/24  19:00:00,1178.31033394,97.4147113599,525.694117564,0.0,166.938926447,191.61365848,209.852306188,135.860243244,56.6466996096,17.3453633343
 05/24  20:00:00,1049.3920678,97.4147113599,521.343293877,0.0,100.150657288,124.558693486,261.526511038,196.196335664,56.6466996096,8.6834757644
 05/24  21:00:00,1000.57607888,97.4147113599,515.072623398,0.0,100.150657288,124.558693486,268.010617961,216.854606227,42.4850247072,8.67098702618
 05/24  22:00:00,933.495353332,97.4147113599,515.526814171,0.0,46.0930336215,124.558693486,272.453832445,235.461260731,28.3233498048,8.66922190882
 05/24  23:00:00,932.854074495,97.4147113599,514.97317968,0.0,46.0930336215,124.558693486,275.300542504,252.469745591,14.1616749024,8.66912201037
 05/24  24:00:00,917.316621292,97.4147113599,514.039742225,0.0,46.0930336215,113.312780494,292.131703704,277.798006052,5.66466996096,8.6690276909
 05/25  01:00:00,917.841701015,97.4147113599,514.364947746,0.0,46.0930336215,113.312780494,295.339893228,281.006405292,5.66466996096,8.66881797512
 05/25  02:00:00,916.413537035,97.4147113599,513.544081071,0.0,46.0930336215,113.312780494,307.915261525,293.581903265,5.66466996096,8.66868829873
 05/25  03:00:00,914.776180157,97.4147113599,513.057701524,0.0,46.0930336215,113.312780494,325.328725131,310.995481308,5.66466996096,8.66857386171
 05/25  04:00:00,1007.33885413,97.4147113599,514.3512969,0.0,100.150657288,148.969399434,301.549196517,287.21606235,5.66466996096,8.66846420605
 05/25  05:00:00,1010.88718554,101.645604939,512.804562162,0.0,100.150657288,149.894399434,421.675330231,398.845296333,14.1616749024,8.66835899562
 05/25  06:00:00,1237.34576167,107.208736644,511.608527478,0.0,176.471037341,302.612436532,328.238124104,291.246522744,28.3233498048,8.66825155569
 05/25  07:00:00,1360.7727068,112.029684707,512.607345133,0.0,243.2593065,310.10971186,312.055048298,260.85279533,42.4850247072,8.7172282609
 05/25  08:00:00,1407.11835138,113.822911576,514.77166584,0.0,243.2593065,310.10971186,313.974391647,239.863475601,56.6466996096,17.4642164364
 05/25  09:00:00,1449.93991161,117.452208332,518.339926505,0.0,243.2593065,302.612436532,271.853576156,203.123103809,42.4850247072,26.2454476406
 05/25  10:00:00,1471.64480191,123.6561256,523.649009588,0.0,243.2593065,310.10971186,246.318442356,157.948735,70.808374512,17.5613328432
 05/25  11:00:00,1478.26860037,129.544574367,523.348209635,0.0,243.2593065,310.10971186,227.056557269,129.884123484,70.808374512,26.3640592732
 05/25  12:00:00,1442.04324667,135.708680346,522.711240782,0.0,243.2593065,310.10971186,195.051410461,106.715840376,70.808374512,17.5271955731
 05/25  13:00:00,1481.1882844,142.159773142,522.036212067,0.0,243.2593065,302.612436532,163.217049156,80.2054861696,56.6466996096,26.3648633766
 05/25  14:00:00,1484.7563672,146.238948328,521.49676445,0.0,243.2593065,302.612436532,133.317496318,64.4987182122,42.4850247072,26.3337533985
 05/25  15:00:00,1486.61158294,148.329721275,521.299625729,0.0,243.2593065,302.612436532,134.037224555,59.8490666788,56.6466996096,17.5414582668
 05/25  16:00:00,1494.45209646,149.914355969,520.932777248,0.0,243.2593065,310.10971186,169.66915536,58.476881459,84.9700494144,26.2222244862
 05/25  17:00:00,1493.25254254,149.004432236,520.635071633,0.0,243.2593065,310.10971186,158.943457086,65.2727620144,84.9700494144,8.70064565712
 05/25  18:00:00,1180.09874652,97.4147113599,524.631860644,0.0,166.938926447,199.110933808,214.020072463,120.367236515,84.9700494144,8.68278653428
 05/25  19:00:00,1175.53244021,97.4147113599,526.918505985,0.0,166.938926447,191.61365848,222.891226091,157.56246969,56.6466996096,8.6820567913
 05/25  20:00:00,1041.33081574,97.4147113599,515.745501732,0.0,100.150657288,124.558693486,293.236687143,219.244019493,56.6466996096,17.34596804
 05/25  21:00:00,1000.05943828,97.4147113599,515.001891558,0.0,100.150657288,124.558693486,284.062748696,232.907683924,42.4850247072,8.67004006486
 05/25  22:00:00,931.460149515,97.4147113599,514.789406029,0.0,46.0930336215,124.558693486,295.00800077,258.016372679,28.3233498048,8.6682782867
 05/25  23:00:00,931.063413789,97.4147113599,514.4845189,0.0,46.0930336215,124.558693486,295.070988363,272.241142731,14.1616749024,8.6681707294
 05/25  24:00:00,918.008618391,97.4147113599,514.502498153,0.0,46.0930336215,113.312780494,299.226219864,284.89348418,5.66466996096,8.66806572319
 05/26  01:00:00,917.319426908,97.4147113599,514.058895301,0.0,46.0930336215,113.312780494,308.434153201,294.101637102,5.66466996096,8.66784613797
 05/26  02:00:00,915.579123411,97.4147113599,513.210948227,0.0,46.0930336215,113.312780494,324.156521209,309.824145982,5.66466996096,8.66770526605
 05/26  03:00:00,914.065396964,97.4147113599,512.774541176,0.0,46.0930336215,113.312780494,342.365089356,328.032840189,5.66466996096,8.66757920633
 05/26  04:00:00,1008.21943458,97.4147113599,513.301827326,0.0,100.150657288,148.969399434,330.685708516,316.353580794,5.66466996096,8.66745776105
 05/26  05:00:00,1012.61066541,101.08013138,513.339776242,0.0,100.150657288,149.894399434,437.903356011,423.721681108,14.1616749024,0.02
 05/26  06:00:00,1240.42053887,106.14367393,513.44480801,0.0,176.471037341,302.612436532,324.103381137,287.110933304,28.3233498048,8.66909802784
 05/26  07:00:00,1362.70545955,110.843639677,514.424944,0.0,243.2593065,310.10971186,309.564345906,249.66612681,42.4850247072,17.4131943892
 05/26  08:00:00,1408.03440614,113.06264236,515.780241646,0.0,243.2593065,310.10971186,305.721523768,231.613058823,56.6466996096,17.4617653358
 05/26  09:00:00,1447.0065878,115.751518007,517.661832456,0.0,243.2593065,302.612436532,266.583351455,206.596018339,42.4850247072,17.5023084086
 05/26  10:00:00,1466.90977757,119.94990907,522.999369833,0.0,243.2593065,310.10971186,270.690948607,173.546908637,70.808374512,26.335665458
 05/26  11:00:00,1472.82797381,123.316791619,524.019222697,0.0,243.2593065,310.10971186,249.926584277,152.753901887,70.808374512,26.3643078779
 05/26  12:00:00,1434.76304495,127.59105249,523.45278929,0.0,243.2593065,310.10971186,218.440057363,130.103219361,70.808374512,17.5284634899
 05/26  13:00:00,1471.94131686,131.975145874,522.942832755,0.0,243.2593065,302.612436532,195.969844991,112.958658356,56.6466996096,26.364487025
 05/26  14:00:00,1474.49389586,135.122822124,522.397971703,0.0,243.2593065,302.612436532,174.793566915,105.974947192,42.4850247072,26.3335950164
 05/26  15:00:00,1480.06034433,141.328725162,521.791260105,0.0,243.2593065,302.612436532,158.408265375,84.2189890616,56.6466996096,17.5425767033
 05/26  16:00:00,1494.00460383,149.189174665,521.19455388,0.0,243.2593065,310.10971186,157.11123685,54.6515839362,84.9700494144,17.4896034991
 05/26  17:00:00,1499.13744148,154.31103872,521.167161091,0.0,243.2593065,310.10971186,139.340799586,36.9904511658,84.9700494144,17.3802990054
 05/26  18:00:00,1180.67554195,97.4147113599,525.163042114,0.0,166.938926447,199.110933808,172.645560535,78.9922016352,84.9700494144,8.68330948552
 05/26  19:00:00,1175.02574537,97.4147113599,527.087085055,0.0,166.938926447,191.61365848,169.618836299,104.289600932,56.6466996096,8.68253575722
 05/26  20:00:00,1055.59993613,97.4147113599,526.101553393,0.0,100.150657288,124.558693486,221.315383414,155.985689283,56.6466996096,8.68299452151
 05/26  21:00:00,1017.27220535,97.4147113599,527.137192153,0.0,100.150657288,124.558693486,228.28046074,177.125224533,42.4850247072,8.67021150031
 05/26  22:00:00,950.132769631,97.4147113599,527.091820613,0.0,46.0930336215,124.558693486,241.691821674,204.699905072,28.3233498048,8.66856679764
 05/26  23:00:00,950.86018149,97.4147113599,526.956853752,0.0,46.0930336215,124.558693486,229.120952603,206.290831872,14.1616749024,8.66844582932
 05/26  24:00:00,937.832425785,97.4147113599,526.284427071,0.0,46.0930336215,113.312780494,227.459614683,213.126467087,5.66466996096,8.66847763474
 05/27  01:00:00,938.480527632,97.4147113599,526.982162377,0.0,46.0930336215,113.312780494,237.880153008,223.547345976,5.66466996096,8.66813707165
 05/27  02:00:00,938.260785314,97.4147113599,526.777332083,0.0,46.0930336215,113.312780494,241.595397073,227.262764855,5.66466996096,8.66796225703
 05/27  03:00:00,938.146789479,97.4147113599,526.676347319,0.0,46.0930336215,113.312780494,240.056030669,225.723543876,5.66466996096,8.66781683208
 05/27  04:00:00,948.534120734,97.4147113599,526.712917979,0.0,55.6251445156,113.312780494,232.580500683,218.24815017,5.66466996096,8.66768055143
 05/27  05:00:00,948.4674767,97.4147113599,526.716533164,0.0,55.6251445156,113.312780494,246.460875616,223.631653547,14.1616749024,8.66754716627
 05/27  06:00:00,1013.00485733,97.4147113599,525.898071647,0.0,65.1572554096,176.889270242,209.864223091,172.872500404,28.3233498048,8.66837288225
 05/27  07:00:00,1128.54653824,100.729920132,524.731269252,0.0,109.682768182,220.96816451,295.16649125,244.014240708,42.4850247072,8.66722583479
 05/27  08:00:00,1140.03609326,100.69322513,526.289535169,0.0,109.682768182,220.96816451,288.796419676,214.783125742,56.6466996096,17.3665943246
 05/27  09:00:00,1250.14640914,103.924201858,525.805980836,0.0,131.945524568,266.955817592,241.252805656,190.04911441,42.4850247072,8.71866653911
 05/27  10:00:00,1257.41688979,103.693207561,525.857025577,0.0,131.945524568,274.45309292,288.703117036,200.433376012,70.808374512,17.4613665124
 05/27  11:00:00,1249.52971319,102.857037924,520.207049406,0.0,131.945524568,274.45309292,315.811216712,227.541601256,70.808374512,17.4612409438
 05/27  12:00:00,1205.54809481,102.565156235,512.126945147,0.0,131.945524568,274.45309292,335.668196977,247.401084094,70.808374512,17.458738371
 05/27  13:00:00,1195.87252886,102.73318997,511.375144841,0.0,131.945524568,266.955817592,327.183008081,253.077950777,56.6466996096,17.4583576942
 05/27  14:00:00,1197.2951818,103.037120577,512.127371414,0.0,131.945524568,266.955817592,297.508371341,237.565758513,42.4850247072,17.4575881212
 05/27  15:00:00,1113.08896745,97.4147113599,512.839029978,0.0,109.682768182,212.545889182,260.392627382,186.285622244,56.6466996096,17.460305528
 05/27  16:00:00,1121.01988282,97.4147113599,513.290100162,0.0,109.682768182,220.04316451,284.355012415,181.928228996,84.9700494144,17.4567340045
 05/27  17:00:00,1081.68765431,97.4147113599,514.62632879,0.0,109.682768182,220.04316451,261.607832897,159.227651977,84.9700494144,17.4101315052
 05/27  18:00:00,1043.68880229,97.4147113599,514.569366193,0.0,100.150657288,199.110933808,287.037526907,193.398999616,84.9700494144,8.66847787628
 05/27  19:00:00,1037.52851332,97.4147113599,514.739791111,0.0,100.150657288,191.61365848,264.408580185,199.093544534,56.6466996096,8.66833604152
 05/27  20:00:00,942.035421885,97.4147113599,515.174012297,0.0,55.6251445156,124.558693486,304.919117432,239.604215059,56.6466996096,8.66820276263
 05/27  21:00:00,941.079782259,97.4147113599,514.781682831,0.0,55.6251445156,124.558693486,298.881157139,247.728064759,42.4850247072,8.66806767209
 05/27  22:00:00,930.135252371,97.4147113599,514.515986654,0.0,46.0930336215,124.558693486,306.328189426,269.336905209,28.3233498048,8.6679344116
 05/27  23:00:00,929.920354435,97.4147113599,514.012325863,0.0,46.0930336215,124.558693486,307.414390267,284.584913567,14.1616749024,8.66780179708
 05/27  24:00:00,916.160575684,97.4147113599,513.648693976,0.0,46.0930336215,113.312780494,317.303608038,302.97126635,5.66466996096,8.66767172712
 05/28  01:00:00,904.917629022,97.4147113599,513.61714091,0.0,34.9616554283,113.312780494,324.332654376,310.000554432,5.66466996096,8.66742998399
 05/28  02:00:00,904.813284759,97.4147113599,513.604314666,0.0,34.9616554283,113.312780494,330.622798398,316.290863397,5.66466996096,8.66726503939
 05/28  03:00:00,905.590268938,97.4147113599,514.087140177,0.0,34.9616554283,113.312780494,322.060365101,316.37569514,5.66466996096,0.02
 05/28  04:00:00,917.583067811,97.4147113599,514.803890049,0.0,44.4937663224,113.312780494,313.141145336,298.807729901,5.66466996096,8.6687454735
 05/28  05:00:00,918.310733471,97.4147113599,514.987417308,0.0,44.4937663224,113.312780494,318.121568977,295.291306407,14.1616749024,8.66858766798
 05/28  06:00:00,984.118444982,97.4147113599,515.108707965,0.0,54.0258772165,176.889270242,271.75713208,234.765343788,28.3233498048,8.66843848744
