Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/15  11:00:00,1471.45518654,121.160370635,524.700323153,0.0,243.2593065,310.10971186,212.128946636,114.943241762,70.808374512,26.3773303615
 05/15  12:00:00,1434.99770314,127.001642615,524.152518596,0.0,243.2593065,310.10971186,189.224032666,92.1237940433,70.808374512,26.2918641107
 05/15  13:00:00,1475.41646678,134.743126964,523.476536075,0.0,243.2593065,302.612436532,145.768463047,71.5306518525,56.6466996096,17.5911115849
 05/15  14:00:00,1482.87079744,143.010758633,522.645706897,0.0,243.2593065,302.612436532,125.038767559,56.2034624496,42.4850247072,26.3502804019
 05/15  15:00:00,1486.67331254,147.608282345,521.862729009,0.0,243.2593065,302.612436532,134.356528858,51.3928369046,56.6466996096,26.3169923437
 05/15  16:00:00,1495.54485669,151.431306058,520.294603657,0.0,243.2593065,310.10971186,150.626768636,48.1597643831,84.9700494144,17.4969548384
 05/15  17:00:00,1499.48847404,155.12398899,520.550364205,0.0,243.2593065,310.10971186,136.804953075,43.1323901666,84.9700494144,8.70251349434
 05/15  18:00:00,1180.29379146,97.4147113599,524.647570717,0.0,166.938926447,199.110933808,168.041547747,65.7216029586,84.9700494144,17.3498953735
 05/15  19:00:00,1180.29453364,97.4147113599,527.46696628,0.0,166.938926447,191.61365848,159.902254114,94.5719775348,56.6466996096,8.68357696987
 05/15  20:00:00,1050.73272118,97.4147113599,522.286800246,0.0,100.150657288,124.558693486,213.388601675,148.056950102,56.6466996096,8.68495196283
 05/15  21:00:00,1007.53464948,97.4147113599,519.83322944,0.0,100.150657288,124.558693486,213.116964587,161.961013826,42.4850247072,8.67092605383
 05/15  22:00:00,943.306329997,97.4147113599,522.201269244,0.0,46.0930336215,124.558693486,214.998143355,178.005456015,28.3233498048,8.66933753536
 05/15  23:00:00,950.429438694,97.4147113599,526.719624244,0.0,46.0930336215,124.558693486,205.928845759,183.097802626,14.1616749024,8.66936823011
 05/15  24:00:00,930.797678985,97.4147113599,521.594273629,0.0,46.0930336215,113.312780494,215.466467905,201.132395499,5.66466996096,8.66940244497
 05/16  01:00:00,925.366375758,97.4147113599,517.780258526,0.0,46.0930336215,113.312780494,229.793485402,215.459475202,5.66466996096,8.66934023876
 05/16  02:00:00,921.716272436,97.4147113599,515.619157424,0.0,46.0930336215,113.312780494,246.174010691,231.840027596,5.66466996096,8.66931313469
 05/16  03:00:00,918.968087176,97.4147113599,514.661792666,0.0,46.0930336215,113.312780494,268.044778365,253.71079294,5.66466996096,8.66931546454
 05/16  04:00:00,1009.95835314,97.4147113599,513.350568926,0.0,100.150657288,148.969399434,272.408070763,258.074074086,5.66466996096,8.66932671537
 05/16  05:00:00,1012.2956976,101.862266581,512.1935788,0.0,100.150657288,149.894399434,417.087663667,394.256642621,14.1616749024,8.66934614422
 05/16  06:00:00,1239.79411282,108.214623136,512.014323697,0.0,176.471037341,302.612436532,316.377212342,279.384501358,28.3233498048,8.66936117972
 05/16  07:00:00,1362.3240342,113.29259812,512.785887827,0.0,243.2593065,310.10971186,292.567657945,232.66622243,42.4850247072,17.4164108073
 05/16  08:00:00,1409.54830825,115.518631099,515.057556156,0.0,243.2593065,310.10971186,277.691446572,203.57460391,56.6466996096,17.4701430525
 05/16  09:00:00,1451.38095431,119.256662874,518.057187846,0.0,243.2593065,302.612436532,232.296176743,172.301544145,42.4850247072,17.5096078913
 05/16  10:00:00,1471.1217775,123.839803644,523.03815185,0.0,243.2593065,310.10971186,241.537440061,144.381559989,70.808374512,26.3475055607
 05/16  11:00:00,1476.56891271,127.377579028,523.575720949,0.0,243.2593065,310.10971186,223.940474109,126.75793519,70.808374512,26.3741644071
 05/16  12:00:00,1438.26005012,131.431240478,522.954696474,0.0,243.2593065,310.10971186,199.026382299,110.683517574,70.808374512,17.5344902133
 05/16  13:00:00,1474.74213074,135.206345071,522.332860717,0.0,243.2593065,302.612436532,182.282343318,99.2595850413,56.6466996096,26.376058667
 05/16  14:00:00,1476.96596621,138.130273127,521.621492488,0.0,243.2593065,302.612436532,161.140976512,92.3099881232,42.4850247072,26.3459636811
 05/16  15:00:00,1478.53715648,140.613021212,520.720330628,0.0,243.2593065,302.612436532,161.624489359,87.4267940437,56.6466996096,17.5509957055
 05/16  16:00:00,1489.92059935,147.00611249,519.100410189,0.0,243.2593065,310.10971186,186.571510408,75.3680294461,84.9700494144,26.233431548
 05/16  17:00:00,1501.44391878,158.335415284,519.305166722,0.0,243.2593065,310.10971186,145.660333848,51.9881442128,84.9700494144,8.70214022061
 05/16  18:00:00,1180.75438808,97.4147113599,525.092219752,0.0,166.938926447,199.110933808,164.855788904,71.2016614753,84.9700494144,8.6840780148
 05/16  19:00:00,1178.48162999,97.4147113599,526.905681642,0.0,166.938926447,191.61365848,161.964824926,96.6346545861,56.6466996096,8.68347072997
 05/16  20:00:00,1044.75508816,97.4147113599,518.726268164,0.0,100.150657288,124.558693486,222.306923941,148.311035434,56.6466996096,17.3491888973
 05/16  21:00:00,1002.41243596,97.4147113599,516.592222826,0.0,100.150657288,124.558693486,213.848759577,162.692143493,42.4850247072,8.67159137744
 05/16  22:00:00,933.583283612,97.4147113599,515.551245755,0.0,46.0930336215,124.558693486,223.098276767,186.105007599,28.3233498048,8.66991936319
 05/16  23:00:00,934.644846472,97.4147113599,515.822152855,0.0,46.0930336215,124.558693486,219.007862132,196.176253726,14.1616749024,8.66993350276
 05/16  24:00:00,920.921507438,97.4147113599,515.500749299,0.0,46.0930336215,113.312780494,227.68235861,213.347738436,5.66466996096,8.66995021286
 05/17  01:00:00,917.677777704,97.4147113599,514.007188823,0.0,46.0930336215,113.312780494,252.96191599,238.627405196,5.66466996096,8.66984083321
 05/17  02:00:00,915.886798957,97.4147113599,513.387527885,0.0,46.0930336215,113.312780494,273.346839518,259.012351976,5.66466996096,8.66981758154
 05/17  03:00:00,914.469245058,97.4147113599,512.920740279,0.0,46.0930336215,113.312780494,293.916423809,279.581943229,5.66466996096,8.66981061935
 05/17  04:00:00,1003.10808135,97.4147113599,512.227885546,0.0,100.150657288,148.969399434,302.754026439,288.419547834,5.66466996096,8.66980864438
 05/17  05:00:00,1012.18712782,104.312366012,512.709284193,0.0,100.150657288,149.894399434,412.504846863,389.673360797,14.1616749024,8.66981116302
 05/17  06:00:00,1241.00000473,110.518060974,512.078926096,0.0,176.471037341,302.612436532,308.723139907,271.729978802,28.3233498048,8.66981130015
 05/17  07:00:00,1363.14831965,116.00282755,511.556557035,0.0,243.2593065,310.10971186,290.367913489,239.16588993,42.4850247072,8.7169988516
 05/17  08:00:00,1408.24924999,117.701282812,513.021308264,0.0,243.2593065,310.10971186,291.194645471,217.077429313,56.6466996096,17.4705165484
 05/17  09:00:00,1448.26066587,120.315553241,515.192537661,0.0,243.2593065,302.612436532,254.179338496,185.441664021,42.4850247072,26.2526497675
 05/17  10:00:00,1472.32721888,127.725070103,520.957188962,0.0,243.2593065,310.10971186,224.913743963,136.535026604,70.808374512,17.5703428471
 05/17  11:00:00,1487.33284881,139.284248705,522.450407922,0.0,243.2593065,310.10971186,190.161806351,92.9784510929,70.808374512,26.3749807458
 05/17  12:00:00,1454.44302782,148.850442679,521.746507907,0.0,243.2593065,310.10971186,163.236859239,66.139414203,70.808374512,26.2890705243
 05/17  13:00:00,1492.52646388,154.359624666,520.960809159,0.0,243.2593065,302.612436532,133.676659106,50.6543537205,56.6466996096,26.3756057757
 05/17  14:00:00,1498.34441689,160.867376128,520.217550792,0.0,243.2593065,302.612436532,98.6789862374,38.6250197941,42.4850247072,17.5689417361
 05/17  15:00:00,1502.7600407,165.708913217,519.828422116,0.0,243.2593065,302.612436532,112.97361576,30.0130840402,56.6466996096,26.3138321106
 05/17  16:00:00,1511.84618415,168.805790072,519.187445754,0.0,243.2593065,310.10971186,126.634934438,24.1705999753,84.9700494144,17.4942850482
 05/17  17:00:00,1514.17379568,171.145393694,519.184851793,0.0,243.2593065,310.10971186,123.061141116,20.7066782936,84.9700494144,17.3844134084
 05/17  18:00:00,1180.15213786,97.4337281784,524.450205268,0.0,166.938926447,199.110933808,141.316692256,47.6618175549,84.9700494144,8.68482528645
 05/17  19:00:00,1180.37890886,97.4209684225,527.50856829,0.0,166.938926447,191.61365848,143.228087599,77.8972267373,56.6466996096,8.68416125252
 05/17  20:00:00,1051.29744844,97.4147113599,522.56661095,0.0,100.150657288,124.558693486,198.911210231,133.580960974,56.6466996096,8.68354964745
 05/17  21:00:00,1005.77856513,97.4147113599,518.634984865,0.0,100.150657288,124.558693486,203.536012542,152.379443876,42.4850247072,8.67154395942
 05/17  22:00:00,932.460020246,97.4147113599,514.98881264,0.0,46.0930336215,124.558693486,220.534095912,183.540799962,28.3233498048,8.66994614495
 05/17  23:00:00,933.864287026,97.4147113599,515.570194716,0.0,46.0930336215,124.558693486,216.462983734,193.631363261,14.1616749024,8.66994557113
 05/17  24:00:00,923.119106769,97.4147113599,516.303482598,0.0,46.0930336215,113.312780494,213.547681323,199.213061724,5.66466996096,8.66994963783
 05/18  01:00:00,922.142403286,97.4147113599,515.72113836,0.0,46.0930336215,113.312780494,226.347347686,212.012818778,5.66466996096,8.66985894744
 05/18  02:00:00,920.060335208,97.4147113599,515.049991969,0.0,46.0930336215,113.312780494,244.988103748,230.653630851,5.66466996096,8.6698029361
 05/18  03:00:00,918.107607444,97.4147113599,514.259764028,0.0,46.0930336215,113.312780494,264.719282921,250.384836912,5.66466996096,8.66977604811
 05/18  04:00:00,1005.61590645,97.4147113599,512.88945931,0.0,100.150657288,148.969399434,271.243212974,256.908784903,5.66466996096,8.6697581104
 05/18  05:00:00,1012.32175716,105.761104876,510.997115463,0.0,100.150657288,149.894399434,399.94430647,377.112883231,14.1616749024,8.66974833658
 05/18  06:00:00,1236.63689949,111.994577311,508.549552493,0.0,176.471037341,302.612436532,338.492614452,301.499530341,28.3233498048,8.66973430642
 05/18  07:00:00,1360.00596573,117.786236963,509.488268051,0.0,243.2593065,310.10971186,327.790139383,267.887193666,42.4850247072,17.4179210094
 05/18  08:00:00,1410.29291949,119.374202111,513.121660445,0.0,243.2593065,310.10971186,284.423974722,210.307228537,56.6466996096,17.4700465757
 05/18  09:00:00,1449.44546909,122.046523869,514.73717757,0.0,243.2593065,302.612436532,242.905318829,182.91128969,42.4850247072,17.5090044316
 05/18  10:00:00,1463.71086576,125.456432792,516.744983631,0.0,243.2593065,310.10971186,258.415873461,161.265690127,70.808374512,26.3418088228
 05/18  11:00:00,1479.94660666,132.764100614,521.776560757,0.0,243.2593065,310.10971186,221.400536552,124.219744868,70.808374512,26.3724171723
 05/18  12:00:00,1447.32692167,141.618156746,521.829063538,0.0,243.2593065,310.10971186,182.217290502,93.8754686699,70.808374512,17.53344732
 05/18  13:00:00,1488.6414835,150.307875742,521.085881982,0.0,243.2593065,302.612436532,153.968217182,70.9474866263,56.6466996096,26.3740309456
 05/18  14:00:00,1496.75635823,159.656243128,519.841302925,0.0,243.2593065,302.612436532,116.428639614,47.5999226188,42.4850247072,26.3436922884
 05/18  15:00:00,1502.9196533,166.24625545,519.428489599,0.0,243.2593065,302.612436532,109.418194831,35.2220495332,56.6466996096,17.5494456884
 05/18  16:00:00,1511.42922732,168.880446949,518.672743425,0.0,243.2593065,310.10971186,141.836017079,30.6346758121,84.9700494144,26.2312918523
 05/18  17:00:00,1511.67583063,169.747064831,518.086293662,0.0,243.2593065,310.10971186,123.640277771,29.9686129534,84.9700494144,8.70161540312
 05/18  18:00:00,1179.98395575,97.4147113599,524.315082451,0.0,166.938926447,199.110933808,147.99429454,54.3406377985,84.9700494144,8.68360732745
 05/18  19:00:00,1180.36986904,97.4147113599,527.53262454,0.0,166.938926447,191.61365848,145.175795596,79.8470125579,56.6466996096,8.6820834289
 05/18  20:00:00,1049.68446863,97.4147113599,521.521986114,0.0,100.150657288,124.558693486,209.764128109,135.769329171,56.6466996096,17.3480993283
 05/18  21:00:00,1001.74236613,97.4147113599,515.790767245,0.0,100.150657288,124.558693486,207.415955714,156.259872426,42.4850247072,8.67105858093
 05/18  22:00:00,931.39630898,97.4147113599,514.652644206,0.0,46.0930336215,124.558693486,223.708493752,186.715776068,28.3233498048,8.66936787931
 05/18  23:00:00,931.344197281,97.4147113599,514.546461254,0.0,46.0930336215,124.558693486,226.855996694,204.02496707,14.1616749024,8.66935472179
 05/18  24:00:00,919.468270862,97.4147113599,515.110110655,0.0,46.0930336215,113.312780494,229.774203792,215.440190229,5.66466996096,8.66934360234
 05/19  01:00:00,919.826397529,97.4147113599,515.013076065,0.0,46.0930336215,113.312780494,237.943670712,223.609792108,5.66466996096,8.66920864342
 05/19  02:00:00,918.132525086,97.4147113599,514.288768174,0.0,46.0930336215,113.312780494,256.125934596,241.792106373,5.66466996096,8.66915826215
 05/19  03:00:00,917.288094587,97.4147113599,514.013880233,0.0,46.0930336215,113.312780494,271.208010267,256.874216484,5.66466996096,8.66912382177
 05/19  04:00:00,1009.84568565,97.4147113599,513.352523755,0.0,100.150657288,148.969399434,267.72444504,253.390680807,5.66466996096,8.66909427244
 05/19  05:00:00,1020.2295159,105.763500893,513.531235317,0.0,100.150657288,149.894399434,364.195286651,341.364542535,14.1616749024,8.66906921334
 05/19  06:00:00,1251.03796093,112.333600206,515.342945248,0.0,176.471037341,302.612436532,267.874864104,230.882472524,28.3233498048,8.66904177496
 05/19  07:00:00,1378.54266364,121.133107667,517.84616061,0.0,243.2593065,310.10971186,236.88322835,185.679462933,42.4850247072,8.71874070962
 05/19  08:00:00,1434.40015836,127.691235538,523.037352646,0.0,243.2593065,310.10971186,218.576809023,144.461963681,56.6466996096,17.4681457331
 05/19  09:00:00,1472.7259491,132.755876624,522.924012283,0.0,243.2593065,302.612436532,190.718625042,121.980959147,42.4850247072,26.2526411874
 05/19  10:00:00,1483.86982887,137.110194893,522.223570553,0.0,243.2593065,310.10971186,195.667898558,107.292249118,70.808374512,17.5672749285
 05/19  11:00:00,1490.74018078,143.469654447,521.668934159,0.0,243.2593065,310.10971186,187.221834036,90.0389174698,70.808374512,26.3745420547
 05/19  12:00:00,1453.22330111,148.174324783,521.18022288,0.0,243.2593065,310.10971186,174.377210482,77.2802200329,70.808374512,26.2886159367
 05/19  13:00:00,1492.24878743,154.635795348,520.420468154,0.0,243.2593065,302.612436532,130.851687097,56.6165732955,56.6466996096,17.5884141914
 05/19  14:00:00,1499.37819342,162.159878591,520.007997594,0.0,243.2593065,302.612436532,108.363723959,39.5326248241,42.4850247072,26.3460744273
 05/19  15:00:00,1503.79257152,166.876173971,519.716881767,0.0,243.2593065,302.612436532,113.100252357,30.1412038305,56.6466996096,26.312348917
 05/19  16:00:00,1512.30006356,169.527695439,518.921578907,0.0,243.2593065,310.10971186,128.524258481,26.0600830299,84.9700494144,17.4941260364
 05/19  17:00:00,1512.53079868,170.266622287,518.41283003,0.0,243.2593065,310.10971186,120.54827416,26.876695777,84.9700494144,8.70152896817
 05/19  18:00:00,1179.6692486,97.4204739965,523.979600716,0.0,166.938926447,199.110933808,160.804778556,58.4883147723,84.9700494144,17.3464143698
 05/19  19:00:00,1175.38036389,97.4149776506,524.796834805,0.0,166.938926447,191.61365848,159.536546068,94.2052655883,56.6466996096,8.6845808706
 05/19  20:00:00,1032.98878558,97.4147113599,511.803997971,0.0,100.150657288,124.558693486,235.811684427,170.481098034,56.6466996096,8.6838867832
 05/19  21:00:00,993.820978882,97.4147113599,512.768514542,0.0,100.150657288,124.558693486,241.127419199,189.970745993,42.4850247072,8.67164849831
 05/19  22:00:00,929.211640944,97.4147113599,514.265090852,0.0,46.0930336215,124.558693486,238.553110328,201.559783434,28.3233498048,8.66997708865
 05/19  23:00:00,932.415401325,97.4147113599,515.244836503,0.0,46.0930336215,124.558693486,223.931724215,201.100105265,14.1616749024,8.66994404758
 05/19  24:00:00,920.780074776,97.4147113599,515.513083892,0.0,46.0930336215,113.312780494,222.745615927,208.411028567,5.66466996096,8.66991739978
 05/20  01:00:00,920.069510618,97.4147113599,515.052127659,0.0,46.0930336215,113.312780494,234.621724086,220.287272086,5.66466996096,8.66978203877
 05/20  02:00:00,920.52920747,97.4147113599,515.342764767,0.0,46.0930336215,113.312780494,242.301492245,227.967113128,5.66466996096,8.66970915643
 05/20  03:00:00,920.827826804,97.4147113599,515.370789817,0.0,46.0930336215,113.312780494,248.659792116,234.325464422,5.66466996096,8.66965773246
 05/20  04:00:00,928.802989476,97.4147113599,514.376415847,0.0,55.6251445156,113.312780494,256.7516269,242.417343982,5.66466996096,8.66961295705
 05/20  05:00:00,927.561105395,97.4147113599,514.006929842,0.0,55.6251445156,113.312780494,277.993364441,255.162119278,14.1616749024,8.66957026016
 05/20  06:00:00,992.189551746,97.4147113599,513.730174072,0.0,65.1572554096,176.889270242,240.452224784,203.459346747,28.3233498048,8.66952823209
 05/20  07:00:00,1110.57572371,103.280890122,512.900450264,0.0,109.682768182,220.96816451,331.071362173,279.916847083,42.4850247072,8.66949038219
 05/20  08:00:00,1121.04059105,102.470224186,513.067882354,0.0,109.682768182,220.96816451,306.693882587,241.352256104,56.6466996096,8.69492687384
 05/20  09:00:00,1234.91857836,106.018541483,513.589423209,0.0,131.945524568,266.955817592,267.4071837,207.503901029,42.4850247072,17.4182579643
 05/20  10:00:00,1244.83395871,106.552771194,514.41583941,0.0,131.945524568,274.45309292,283.275979347,195.004851998,70.808374512,17.4627528369
 05/20  11:00:00,1246.06304945,106.967891502,514.267808187,0.0,131.945524568,274.45309292,278.748153733,190.477416187,70.808374512,17.4623630338
 05/20  12:00:00,1214.10905952,107.590097965,513.687256091,0.0,131.945524568,274.45309292,273.09462897,184.826050526,70.808374512,17.4602039318
 05/20  13:00:00,1212.66843587,108.887655876,517.038147498,0.0,131.945524568,266.955817592,241.461991582,167.355074054,56.6466996096,17.4602179191
 05/20  14:00:00,1220.22868668,110.778718455,521.127829117,0.0,131.945524568,266.955817592,207.688817442,147.743965436,42.4850247072,17.4598272993
 05/20  15:00:00,1114.31835018,97.4147113599,512.780916077,0.0,109.682768182,212.545889182,183.351029479,109.240843953,56.6466996096,17.463485916
 05/20  16:00:00,1119.40920602,97.4147113599,512.265512608,0.0,109.682768182,220.04316451,223.137365794,120.707551444,84.9700494144,17.4597649355
 05/20  17:00:00,1078.30942806,97.4206585233,513.338426751,0.0,109.682768182,220.04316451,221.358754057,118.975904073,84.9700494144,17.4128005692
 05/20  18:00:00,1039.02979932,97.4526104666,513.021657255,0.0,100.150657288,199.110933808,242.918918422,149.2795775,84.9700494144,8.66929150679
 05/20  19:00:00,1034.36658458,97.4154162234,512.008820652,0.0,100.150657288,191.61365848,247.242464352,181.926519321,56.6466996096,8.66924542106
 05/20  20:00:00,933.575722633,97.4147113599,511.598425674,0.0,55.6251445156,124.558693486,319.913988528,254.598084053,56.6466996096,8.6692048649
 05/20  21:00:00,937.263076823,97.4147113599,514.743517782,0.0,55.6251445156,124.558693486,321.468049556,270.313863474,42.4850247072,8.66916137486
 05/20  22:00:00,931.389668382,97.4147113599,518.57621562,0.0,46.0930336215,124.558693486,329.324496748,292.332027563,28.3233498048,8.66911938106
 05/20  23:00:00,933.137257114,97.4147113599,519.129526623,0.0,46.0930336215,124.558693486,323.649303371,300.818550595,14.1616749024,8.66907787411
 05/20  24:00:00,920.66930912,97.4147113599,518.92546186,0.0,46.0930336215,113.312780494,325.045593547,310.711884742,5.66466996096,8.66903884464
 05/21  01:00:00,906.271404488,97.4147113599,516.088587996,0.0,34.9616554283,113.312780494,326.935886488,312.602338013,5.66466996096,8.66887851363
 05/21  02:00:00,903.586021367,97.4147113599,514.477925597,0.0,34.9616554283,113.312780494,326.557102999,312.223631791,5.66466996096,8.66880124709
 05/21  03:00:00,904.51361833,97.4147113599,515.103663729,0.0,34.9616554283,113.312780494,316.651535481,302.318125875,5.66466996096,8.66873964506
 05/21  04:00:00,915.979239217,97.4147113599,515.026742286,0.0,44.4937663224,113.312780494,291.610901148,277.277548312,5.66466996096,8.66868287535
 05/21  05:00:00,915.652153875,97.4147113599,514.294642207,0.0,44.4937663224,113.312780494,299.694244928,276.863942405,14.1616749024,8.66862762073
 05/21  06:00:00,981.077573214,97.4147113599,514.165072092,0.0,54.0258772165,176.889270242,256.48213146,219.490208789,28.3233498048,8.66857286592
 05/21  07:00:00,981.302953339,97.4147113599,514.42346707,0.0,54.0258772165,184.38654557,258.756893615,207.603350608,42.4850247072,8.66851830035
 05/21  08:00:00,1063.23965728,97.4147113599,515.478904884,0.0,65.1572554096,220.04316451,245.212494622,179.875063236,56.6466996096,8.690731776
 05/21  09:00:00,1061.58603935,97.4147113599,517.939566712,0.0,65.1572554096,212.545889182,208.739250463,155.852888218,42.4850247072,10.4013375377
 05/21  10:00:00,1080.84394327,97.4147113599,526.021986325,0.0,65.1572554096,220.04316451,215.181248931,128.609086332,70.808374512,15.7637880869
 05/21  11:00:00,1082.89215747,97.4147113599,526.891953311,0.0,65.1572554096,220.04316451,201.718278006,113.453846023,70.808374512,17.4560574711
 05/21  12:00:00,1082.02433682,97.4147113599,527.03431391,0.0,65.1572554096,220.04316451,196.344830906,108.081268763,70.808374512,17.45518763
 05/21  13:00:00,1074.55479999,97.4147113599,526.986709945,0.0,65.1572554096,212.545889182,179.849410902,105.748373087,56.6466996096,17.4543382047
 05/21  14:00:00,1074.94343897,97.4147113599,527.308817908,0.0,65.1572554096,212.545889182,161.699244468,101.760728068,42.4850247072,17.4534916928
 05/21  15:00:00,1075.16131732,97.4147113599,527.555786242,0.0,65.1572554096,212.545889182,188.325819679,114.226473668,56.6466996096,17.4526464013
 05/21  16:00:00,1035.7581914,97.4147113599,518.236081125,0.0,65.1572554096,220.04316451,233.611239292,131.189387703,84.9700494144,17.4518021748
 05/21  17:00:00,979.842190888,97.4147113599,513.191251376,0.0,54.0258772165,184.38654557,271.263306377,168.884122454,84.9700494144,17.4091345085
 05/21  18:00:00,950.306498757,97.4147113599,513.899446245,0.0,44.4937663224,163.454314868,293.42460821,199.785405211,84.9700494144,8.66915358437
 05/21  19:00:00,942.345295456,97.4147113599,511.086444391,0.0,44.4937663224,155.95703954,306.46549764,241.149704793,56.6466996096,8.66909323686
 05/21  20:00:00,928.766153231,97.4147113599,516.811391769,0.0,44.4937663224,124.558693486,382.145491349,316.829755132,56.6466996096,8.66903660697
 05/21  21:00:00,942.971952083,97.4147113599,529.845122761,0.0,44.4937663224,124.558693486,387.903092189,336.749086325,42.4850247072,8.66898115623
 05/21  22:00:00,942.37981422,97.4147113599,538.510448159,0.0,34.9616554283,124.558693486,394.828245878,357.835969969,28.3233498048,8.66892610434
 05/21  23:00:00,954.69077511,97.4147113599,549.460800092,0.0,34.9616554283,124.558693486,391.193621569,368.363075455,14.1616749024,8.6688712115
 05/21  24:00:00,945.150398191,97.4147113599,552.434359119,0.0,34.9616554283,113.312780494,389.324016458,374.990527797,5.66466996096,8.66881870008
 05/22  01:00:00,954.576222915,97.4147113599,550.543753326,0.0,46.0930336215,113.312780494,396.033935162,381.700619058,5.66466996096,8.66864614342
 05/22  02:00:00,954.63941394,97.4147113599,550.519968051,0.0,46.0930336215,113.312780494,402.48411995,388.150894173,5.66466996096,8.66855581625
 05/22  03:00:00,951.681549953,97.4147113599,547.324518146,0.0,46.0930336215,113.312780494,406.412423037,392.079272091,5.66466996096,8.66848098444
 05/22  04:00:00,1041.37912358,97.4147113599,546.414986914,0.0,100.150657288,148.969399434,389.412797269,375.079716367,5.66466996096,8.66841094144
 05/22  05:00:00,1041.23635533,97.8390870452,544.527130829,0.0,100.150657288,149.894399434,566.205078359,543.375058083,14.1616749024,8.66834537399
 05/22  06:00:00,1261.44113343,100.793553041,540.709410305,0.0,176.471037341,302.612436532,423.007099763,386.015472492,28.3233498048,8.66827746623
 05/22  07:00:00,1368.52429038,103.639663622,529.809539703,0.0,243.2593065,310.10971186,395.906103269,344.703512874,42.4850247072,8.71756568775
 05/22  08:00:00,1395.56849321,105.369459209,516.084476111,0.0,243.2593065,310.10971186,380.248302994,306.136164969,56.6466996096,17.4654384155
 05/22  09:00:00,1427.94471489,106.971282559,513.617375244,0.0,243.2593065,302.612436532,336.07225348,267.339247762,42.4850247072,26.2479810103
 05/22  10:00:00,1444.02685693,109.208154198,515.087279784,0.0,243.2593065,310.10971186,294.064992828,205.693041689,70.808374512,17.5635766262
 05/22  11:00:00,1459.72208431,113.11329499,522.20802651,0.0,243.2593065,310.10971186,261.896983648,164.720665403,70.808374512,26.3679437329
 05/22  12:00:00,1426.63141387,117.247927234,525.427741669,0.0,243.2593065,310.10971186,225.629212636,137.29121426,70.808374512,17.5296238648
 05/22  13:00:00,1464.74186375,122.602630334,524.799048828,0.0,243.2593065,302.612436532,192.913868453,109.897900571,56.6466996096,26.3692682729
 05/22  14:00:00,1471.43991825,130.220944454,523.857145948,0.0,243.2593065,302.612436532,149.412962297,80.5894071782,42.4850247072,26.3385304114
 05/22  15:00:00,1481.05288331,141.265317594,522.543576884,0.0,243.2593065,302.612436532,139.024025813,56.0716090328,56.6466996096,26.3057171707
 05/22  16:00:00,1498.58413197,153.048923798,521.63280256,0.0,243.2593065,310.10971186,139.974426287,37.5151581588,84.9700494144,17.4892187133
 05/22  17:00:00,1506.02469382,161.092082569,521.001437494,0.0,243.2593065,310.10971186,119.952023552,26.2800331155,84.9700494144,8.70194102257
 05/22  18:00:00,1180.93019695,97.4147113599,525.168221136,0.0,166.938926447,199.110933808,130.553380421,36.8993703908,84.9700494144,8.68396061587
 05/22  19:00:00,1180.31950191,97.4147113599,527.355760352,0.0,166.938926447,191.61365848,125.773737878,51.7812753501,56.6466996096,17.3457629183
 05/22  20:00:00,1057.16648601,97.4147113599,526.609920892,0.0,100.150657288,124.558693486,165.803760341,100.473245444,56.6466996096,8.68381528738
 05/22  21:00:00,1018.55263813,97.4147113599,527.623973179,0.0,100.150657288,124.558693486,183.010930612,131.854607436,42.4850247072,8.6712984695
 05/22  22:00:00,945.836044883,97.4147113599,524.296868978,0.0,46.0930336215,124.558693486,209.901458507,172.908556259,28.3233498048,8.66955244324
 05/22  23:00:00,932.458601322,97.4147113599,514.63218974,0.0,46.0930336215,124.558693486,225.553327726,202.722174101,14.1616749024,8.66947872301
 05/22  24:00:00,918.172703054,97.4147113599,514.356198188,0.0,46.0930336215,113.312780494,241.024397669,226.690317119,5.66466996096,8.66941058922
 05/23  01:00:00,917.352239862,97.4147113599,513.946617158,0.0,46.0930336215,113.312780494,253.546515187,239.212620886,5.66466996096,8.66922434041
 05/23  02:00:00,918.140463744,97.4147113599,514.460972355,0.0,46.0930336215,113.312780494,258.19451368,243.860723818,5.66466996096,8.66911990118
 05/23  03:00:00,919.546897743,97.4147113599,515.058732752,0.0,46.0930336215,113.312780494,259.25983848,244.92613747,5.66466996096,8.66903104954
 05/23  04:00:00,1012.4553277,97.4147113599,514.401391559,0.0,100.150657288,148.969399434,251.167318094,236.833701064,5.66466996096,8.66894706943
 05/23  05:00:00,1016.61828176,102.050448681,513.752028387,0.0,100.150657288,149.894399434,376.739715895,353.909173441,14.1616749024,8.66886755136
 05/23  06:00:00,1246.20033264,108.465049643,513.949630093,0.0,176.471037341,302.612436532,274.931479686,237.939344093,28.3233498048,8.66878578815
 05/23  07:00:00,1362.54066216,112.908550105,512.968148454,0.0,243.2593065,310.10971186,286.407718314,235.204662733,42.4850247072,8.71803087402
